ID,m/z,Rt(min),Metabolite name,Adduct type,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,MS/MS matched,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,KF,YF,KN,YN,KX,YX
7153,483.1283,11.853,Silibinin,[M+H]+,483.12857,C25H22O10,Flavonolignans,SEBFKMXJBCUCAI-HKTJVKLFSA-N,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C4OC(CO)C(OC4=C3)C5=CC=C(O)C(OC)=C5)C1O,TRUE,82.6,23.18,YN,483.12827:3577342 484.13162:853721 485.13498:82511,50.59212:3108 58.87928:3066 63.77407:3244 65.03915:5120 79.05526:4665 91.05475:7952 103.05492:9500 105.07023:5314 119.04976:8228 121.02777:4722 121.06566:5328 123.04384:3794 124.14358:3914 130.04131:8879 131.04843:21294 133.02818:8679 135.04424:8350 137.0592:27120 139.03886:5891 147.04485:51511 149.02278:24625 149.05893:9236 150.06847:4381 153.01744:107504 161.05965:15465 162.06628:34223 163.07687:7644 167.03419:10704 167.80457:3498 187.03873:4494 195.02933:30686 201.05441:6246 213.05347:6145 229.048:8525 241.04843:6486 251.07159:3619 257.04654:10993 261.7131:4049 272.96866:3705 283.05997:8355 289.1076:4229 311.05603:9068 313.07401:3839 314.25406:3906 318.19498:4406 329.06427:5309 335.35159:4301 419.11447:13498 435.10788:4014 437.12027:5727 480.70941:4467,0,2230268,0,3577342,0,125826
7392,492.2253,10.71,"w/o MS2:[(4R,6aR,9S,9aR,9bR)-9-methyl-3,6-dimethylidene-2,8-dioxo-3a,4,5,6a,7,9,9a,9b-octahydroazuleno[4,5-b]furan-4-yl] (E)-4-hydroxy-2-[[(E)-4-hydroxy-2-methylbut-2-enoyl]oxymethyl]but-2-enoate",[M+H]+,492.22281,C25H30O9,Guaianolides and derivatives,VUJFFBGJRUFEKJ-OVPBRRTDSA-N,O=C(OCC(=CCO)C(=O)OC1CC(=C)C2CC(=O)C(C)C2C3OC(=O)C(=C)C13)C(=CCO)C,FALSE,97.1,15.26,YN,492.22525:2004692 493.2286:664695 494.23196:0,56.10192:2799 65.08743:3668 67.0546:6072 71.04935:8006 71.22517:3579 74.97546:3365 79.0546:15473 81.07008:11989 81.26911:4604 85.02916:8206 87.80952:3450 91.05475:13916 93.07009:13612 95.01328:3714 95.08622:10803 98.17921:3834 103.48286:3506 105.07023:9921 107.08637:5936 108.34049:4035 109.10163:4317 119.08549:12394 121.0644:5372 133.10097:4952 147.08028:5598 161.13335:12879 175.14697:7111 203.14424:4239 220.13512:3975 299.16647:16743 316.19156:28307 469.12881:3838 492.22668:8222,2074,219474,111991,2004692,0,0
7496,495.1274,14.385,"w/o MS2:[(4E)-7-acetyloxy-6-hydroxy-2-methyl-10-oxo-2,3,6,7,8,9-hexahydrooxecin-3-yl] (E)-but-2-enoate",[M+H]+,495.12616,C24H24O10,Hydroxycinnamic acid glycosides,IAVJHQVGTRSIOM-UVMZMRPTSA-N,O=C(OCC1OC(OC(=O)C=CC2=CC=C(O)C=C2)C(O)C(O)C1O)C=CC3=CC=C(O)C=C3,FALSE,99.2,85.65,YF,495.12744:35227752 496.13079:10617625 497.13415:2117938,53.039:5087 55.01859:27939 55.05484:4817 56.41328:4869 59.04978:7924 65.03919:4619 67.05516:8391 68.99753:22985 69.03397:6383 69.76259:3906 79.018:7660 79.05465:10053 81.03415:15366 81.07013:17556 83.08606:4002 86.06015:15524 87.04444:8204 91.05479:29971 92.99781:9260 93.07015:11677 94.04157:6799 95.04936:17830 95.06079:9455 95.08628:10950 97.02891:6928 97.10055:5038 99.00832:10428 102.04652:16445 103.05514:24495 104.07043:10667 105.06991:22022 106.07429:4901 107.04967:13698 107.08539:10233 109.02825:8689 109.06497:11304 109.1017:6090 110.07125:54728 111.04444:6444 119.04995:25172 119.08557:10156 121.06448:7948 122.03667:10753 123.04404:51163 124.0519:9461 130.04153:35014 131.04865:62601 131.08549:5363 133.02827:11690 133.06467:14849 134.0365:5206 135.04427:20958 136.07559:8141 137.02292:20054 137.05936:151118 138.06306:7103 139.03897:120702 141.01888:36778 143.04955:5002 146.03549:13218 147.0433:79913 149.05907:20970 150.06682:17798 151.03909:14859 151.07607:6078 152.08128:9694 153.01756:11255 156.07661:6459 159.04358:7143 159.11588:8161 161.02293:4987 161.05968:60645 162.06657:130652 163.03751:11630 163.07487:21958 165.01772:195773 166.02145:5400 167.03432:11661 169.10052:5337 171.08005:4288 173.06007:5101 174.06841:12484 175.07458:11894 177.05519:12049 179.03357:29325 181.06311:5413 182.07945:5126 183.02901:227073 183.11604:4771 184.03358:5545 187.03886:4166 191.034:9341 195.02939:10093 197.05978:7710 199.03947:5031 213.0536:7787 225.05431:6759 227.03316:5735 229.05144:4950 237.05646:4956 239.06982:5901 241.0486:14276 251.07176:10955 253.04897:6963 267.06586:18054 269.04276:13629 269.08041:18954 271.09671:5131 281.07895:8119 283.06467:5087 283.09631:17988 295.05801:17361 295.09647:8453 297.03857:6445 299.05383:12765 299.09308:18535 311.05624:8202 323.05695:12358 325.07626:5423 335.05502:6814 341.06729:14593 391.11996:6526 415.29236:4604 417.09601:7839 419.11487:37498 421.13184:8386 430.2941:9223 431.11633:11722 439.13824:12540 447.10843:51085 449.12317:8601 459.10767:59804 460.10699:6429 465.11752:12176 477.1214:87204 478.12152:9017 494.32416:20855 495.12918:75706 495.32779:9533,0,35227752,0,369413,0,0
7498,495.1276,10.267,"w/o MS2:[(4E)-7-acetyloxy-6-hydroxy-2-methyl-10-oxo-2,3,6,7,8,9-hexahydrooxecin-3-yl] (E)-but-2-enoate",[M+H]+,495.12616,C24H24O10,Hydroxycinnamic acid glycosides,IAVJHQVGTRSIOM-UVMZMRPTSA-N,O=C(OCC1OC(OC(=O)C=CC2=CC=C(O)C=C2)C(O)C(O)C1O)C=CC3=CC=C(O)C=C3,FALSE,99,23.59,YF,495.12759:10032563 496.13094:3386853 497.1343:681689,55.01854:19165 65.0392:4692 68.99754:12879 69.0639:3585 72.08109:4518 75.24652:3753 78.91021:4297 79.01868:6085 79.05466:9513 81.03416:9096 81.07083:9611 81.13317:3797 91.05485:18399 92.99782:4265 95.04937:5675 97.02892:6903 102.04653:6332 103.055:17248 105.07031:8472 107.04968:9416 107.08645:4088 109.02826:6838 109.06498:6938 117.716:3981 119.04985:9511 121.02913:6996 121.06449:7290 122.03668:8492 123.04393:27559 130.04105:26583 131.04861:33764 133.02829:9005 133.06467:7103 134.03651:5110 135.04433:11594 137.02286:8147 137.05936:90664 139.03885:81200 141.01894:19573 145.06468:6277 146.03719:6050 147.04469:49282 149.05905:12141 150.06683:11290 151.03909:7444 151.07608:5857 153.01758:9503 160.05077:4786 161.05969:33566 162.06833:74326 163.03752:4542 163.07504:8212 165.01775:142126 167.03433:10274 174.06842:10812 175.0768:4635 177.05521:9750 179.03326:16452 183.02905:137749 189.05389:4229 195.02942:7515 197.05981:7780 199.03951:7638 203.00163:3865 209.13316:3914 211.07101:4500 212.63547:4820 239.06985:5884 241.04863:9665 249.09158:3878 251.07179:9684 253.04518:5810 255.06509:4818 267.06589:11855 269.04697:13160 269.08044:13674 281.04324:5607 283.0647:6207 283.09634:16766 289.77563:4193 295.06287:9790 295.0965:4224 299.09311:10441 311.05627:6285 323.05701:10943 333.68665:4713 335.05505:4838 341.06732:12804 419.11411:27070 421.13187:5698 431.10791:9570 439.13828:8118 447.1076:27640 457.98981:4977 459.10651:38919 465.11758:11220 469.35089:4244 477.12265:68386 478.12158:8430 495.13092:50660,0,10032563,0,193179,0,147820
7500,495.1277,9.926,"w/o MS2:[(4E)-7-acetyloxy-6-hydroxy-2-methyl-10-oxo-2,3,6,7,8,9-hexahydrooxecin-3-yl] (E)-but-2-enoate",[M+H]+,495.12616,C24H24O10,Hydroxycinnamic acid glycosides,IAVJHQVGTRSIOM-UVMZMRPTSA-N,O=C(OCC1OC(OC(=O)C=CC2=CC=C(O)C=C2)C(O)C(O)C1O)C=CC3=CC=C(O)C=C3,FALSE,98.8,59.22,YF,495.12772:24503424 496.13107:7603429 497.13443:1529422,55.01849:49149 56.03388:5632 65.0392:5825 67.05517:9374 68.99754:15532 69.03451:12628 79.01801:7916 79.05466:11586 81.03415:19052 81.07014:7907 91.05472:29799 92.99782:10573 93.07015:7593 95.04937:19366 95.08629:7721 97.02891:10766 99.00833:14067 102.04653:9958 103.05488:27915 105.07031:22879 107.04967:18978 109.02826:7543 109.06497:14379 111.04445:10739 115.05495:6810 119.04967:28839 119.45616:5735 121.02786:6788 121.06575:13991 122.03668:13266 123.04389:69251 124.0519:8751 130.0415:37987 131.04849:85234 133.02827:17869 133.06467:14087 134.0365:8996 135.04433:19715 137.02437:21434 137.05939:198645 138.06306:7361 139.03889:159380 141.01837:45823 145.06467:10607 146.03551:15847 147.04482:117605 149.05891:31002 150.06683:25109 151.03909:20843 151.07607:11908 153.01756:16881 159.04359:11329 160.05267:6496 161.02295:9204 161.05969:77703 162.0667:163147 163.03949:10844 163.07535:28560 165.01782:290526 165.07008:7366 166.02147:10340 167.03432:21931 174.06841:17835 175.07458:15521 177.05521:11583 179.03368:40839 179.07188:7118 183.02911:282338 184.03123:9886 185.05829:10530 193.76991:6226 195.0294:20875 197.0598:16767 200.04456:5708 209.05859:9899 211.07681:7151 213.05656:7965 215.07028:7766 223.07596:8436 225.05432:6269 226.06306:6291 229.04817:7763 241.04861:10203 251.06801:10638 252.07455:6704 253.04898:10087 255.06508:11216 267.06586:18700 269.04276:25847 269.08044:26528 281.04324:8284 281.07898:7805 283.06018:7012 283.09631:34200 295.06284:18760 295.0965:14665 297.03857:15538 299.05875:11353 299.09308:32719 305.03723:7325 311.05627:8669 323.05148:17557 325.07074:9058 327.08652:12172 339.6857:7445 341.06729:21200 368.85052:8480 391.11267:8215 419.11401:61522 420.11743:8784 421.12366:11682 431.10788:20830 439.13828:13439 447.10919:73589 449.12317:8213 459.10785:85561 465.11755:16585 477.12244:126213 478.12155:19806 495.12885:88774,0,24503424,0,422166,0,0
7649,500.154,13.981,w/o MS2:Silibinin,[M+NH4]+,500.15512,C25H22O10,Flavonolignans,SEBFKMXJBCUCAI-HKTJVKLFSA-N,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C4OC(CO)C(OC4=C3)C5=CC=C(O)C(OC)=C5)C1O,FALSE,78.9,64.47,YF,500.15399:15088411 501.15734:4766746 502.1607:715387,55.05485:8603 65.0392:8442 67.05464:7604 68.99754:8954 69.07043:6908 70.06584:6254 79.05466:6322 81.07014:15907 84.08102:4584 91.05467:21524 93.07015:12109 95.04937:7219 95.08629:12023 95.32944:4036 102.04653:8221 103.055:13475 105.03355:8866 105.07062:24720 107.04862:6148 107.08539:8839 107.28429:4361 109.10171:6383 111.04429:20599 117.07067:5072 119.04985:18033 119.08558:9766 121.02912:18101 121.06575:12351 121.10239:7232 123.04393:10434 124.0519:12155 130.04147:27610 131.04851:61934 131.08551:5643 133.02873:23102 133.06467:12408 133.10252:6075 135.04433:15000 137.05933:93535 138.06306:4537 139.03896:16623 143.08525:4458 145.10114:9766 147.04482:115027 147.1176:6271 149.02263:78537 149.05919:19772 150.06686:23854 151.07431:8372 153.01752:288849 154.02232:10200 157.10049:6006 159.04359:5606 159.1178:12225 161.05978:37287 162.06651:106070 163.0752:46470 165.054:7259 165.06808:4904 167.03468:36046 171.02914:6402 173.06007:5235 177.01945:6671 177.05521:16411 179.06961:9167 180.07828:7877 187.03886:8773 195.02924:71090 195.08107:4897 196.03024:7367 201.05457:15116 213.05362:16536 223.07596:7126 225.16322:5104 229.04729:29101 231.06671:9341 239.06984:7089 241.04861:11156 242.05615:6613 247.60326:4004 251.06799:10371 252.07834:6305 255.06508:14401 257.04285:33757 269.04694:7128 271.09671:6832 274.14023:4420 279.06543:7416 281.07898:5965 283.06018:20186 283.0918:6944 285.03958:5360 285.07611:9427 289.07053:5370 311.0553:36926 323.05148:6139 329.06302:36115 359.0795:5483 387.08762:7281 391.12:7812 407.11639:6724 411.29254:9033 419.11569:24025 428.28659:9514 429.29996:19378 435.10858:20899 437.12061:17758 447.10809:15848 447.30542:9352 453.11209:6002 465.11804:25616 483.12833:27191,0,15088411,0,329487,0,0
7865,508.3769,17.883,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,43.68,YX,508.37686:10031382 509.38021:3038950 510.38357:461722,53.0067:3870 55.05476:4345 56.0501:5856 57.03427:9333 57.07064:6697 58.06598:7251 60.08126:69065 67.05454:7390 69.07032:15728 71.07383:47250 72.04511:341542 73.04818:4249 80.613:4306 81.07001:5083 83.08594:7950 86.09719:326374 87.09978:7586 90.92298:5754 95.08526:7076 97.10132:4731 98.98479:38921 104.10759:345696 105.10999:5088 111.11644:5136 121.1022:4643 124.99924:216722 138.916:4356 159.99292:3713 166.0273:6488 171.65846:4207 181.02548:43926 181.84167:3805 184.07338:154782 185.0771:5055 201.07318:3903 240.1001:26575 339.28772:18288 370.22421:4547 508.37573:309815,89413,5355938,0,0,11297,10031382
7870,509.1445,10.58,"w/o MS2:(2S,3R,4aS,12bR)-2,3,4a,8-tetrahydroxy-12b-(5-hydroxy-6-methyloxan-2-yl)oxy-3-methyl-2,4-dihydrobenzo[a]anthracene-1,7,12-trione",[M+H]+,509.14182,C25H26O10,Anthraquinone glycosides,CKZNKYSWWCSICZ-GTJIABFSSA-N,O=C1C=2C=CC3(O)CC(O)(C)C(O)C(=O)C3(OC4OC(C)C(O)CC4)C2C(=O)C=5C=CC=C(O)C15,FALSE,96.5,25.2,YF,509.14453:3814562 510.14788:1106942 511.15124:255961,67.1417:3682 68.99809:4594 69.03406:41631 71.04941:3640 76.35614:3179 81.03416:4599 84.46252:3483 86.09727:10206 91.05483:6028 93.07016:4510 103.05402:9075 107.08541:4929 119.04986:9016 121.06576:5651 123.04394:8917 130.04143:15567 131.04819:20359 133.06468:4012 133.22787:3710 135.04286:6042 137.02287:9921 137.05959:21150 147.04318:57736 149.05907:6851 150.06685:7764 153.05547:18873 161.05972:23537 162.06676:53307 163.07504:6456 165.05603:3652 175.03947:6084 179.03323:115975 180.03934:4503 193.0506:6301 197.04408:13861 227.87901:4368 251.06804:3843 281.07901:4194 283.06021:4657 283.09634:15227 285.35934:4579 309.07324:5786 315.08542:5632 337.07068:13102 436.6011:4837 445.12442:15429 461.11957:12748 473.1246:7445 491.13116:4757 509.39984:12853,0,3814562,58899,214959,0,0
7912,510.3561,13.928,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,17.25,YF,510.35608:7830163 511.35943:3589755 512.36279:1068903,55.05485:9834 56.05019:7195 67.05465:13812 69.07043:6779 71.04997:4083 79.05466:9283 81.07:19540 83.08607:4470 85.5904:4190 91.05484:39523 93.07022:76024 95.0495:20347 95.08555:20903 100.0764:18957 101.07977:6902 103.05508:38199 105.07029:28692 107.08561:20827 109.10171:11389 119.08558:16784 121.06452:328066 121.10113:12079 122.06865:14349 131.08551:7050 133.10107:17096 135.11728:12349 145.10114:13893 147.1176:7376 153.01756:6338 157.10051:11854 159.11752:21558 161.13152:6118 171.11613:7012 173.13351:7830 181.96527:3851 185.13232:7009 187.14809:6231 199.14873:6290 325.57712:4706 372.28683:65827 373.2973:7352 390.29828:35051 400.13419:5314 492.35172:58134 493.34744:4897 510.36047:683828,212292,7830163,0,0,536167,189638
7913,510.3585,13.493,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,51.41,YF,510.35849:23226062 511.36184:10909513 512.3652:2366842,55.05484:12767 56.05019:11641 67.05474:26930 69.07042:8810 71.08519:4540 79.05475:25662 81.07013:41974 82.06564:10986 83.08606:8395 85.02922:4508 88.07627:4674 91.05484:64916 93.07016:111043 95.04923:22609 95.08615:34787 97.10146:5486 103.05494:40892 105.04579:6294 105.07026:62038 107.04966:6243 107.08547:36892 108.08116:6659 109.1017:10331 117.07066:8545 119.08551:24231 121.06446:581844 121.10053:27738 122.06864:18365 122.09678:4543 125.09619:5000 126.23977:4784 131.08549:25952 133.10091:32798 134.08064:4383 135.11713:29854 143.08524:5589 145.10048:23949 147.11777:19344 152.44833:4454 157.10049:7099 159.11751:32163 161.09659:5509 161.13344:14384 163.11255:5590 171.11826:6884 173.13133:11889 176.10503:12964 177.12669:6386 185.13231:7308 187.14806:6916 199.1487:10247 202.12398:6361 228.13698:5428 284.82974:4459 318.24365:6869 372.28604:54633 373.29041:4906 390.29883:20546 408.02151:4501 438.30164:15716 492.35056:187577 493.3494:34852 510.36011:1048968,662962,23226062,0,0,0,44005
7917,510.3912,18.285,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,358.65,YF,510.39166:31294472 511.39501:9816390 512.39837:1877187,55.05484:10125 56.05018:21626 57.03435:8816 57.07082:41866 58.06565:25959 60.08129:283684 67.05515:12463 69.07042:12212 70.06583:7714 71.0733:116558 71.08627:31435 72.08117:42882 75.0445:18529 79.05464:9211 81.07012:20737 84.081:21872 85.02921:16134 85.10138:13701 86.09726:653988 87.0999:18589 91.0548:9149 93.07014:15799 95.08539:17521 98.98487:63258 104.10766:2091859 105.11098:37598 107.08537:14465 109.10169:9881 114.44295:6571 118.08626:24172 119.08556:6854 121.1011:7238 124.99933:370837 133.10104:11239 135.11728:41382 143.08685:9352 159.11588:6033 173.68353:6237 174.54633:6251 184.07355:386211 185.07497:11666 195.13789:7181 231.59052:6333 307.11411:9207 333.12656:8876 335.14804:9707 411.19757:25728 429.21078:40039 452.22607:26123 470.23917:12967 493.53448:6600 510.34955:31266 510.39328:525335,247934,31294472,0,0,33114,35105764
7918,510.3914,18.589,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,57.69,YF,510.39136:17036326 511.39471:6333237 512.39807:1056730,55.05484:24084 56.05019:20871 57.03435:9450 57.07081:44869 58.06564:12923 60.08133:209217 67.05471:32466 69.07042:24266 70.06583:7643 71.07333:59731 71.08633:23136 72.07702:7437 75.04451:10350 79.05465:17612 81.07009:32532 83.08606:16580 84.08087:29570 85.02922:25169 85.10139:19639 86.09731:514068 87.10068:9466 91.05481:12852 93.07011:36288 95.08635:32958 98.98497:48754 104.10769:1458538 105.0703:14690 105.11117:23554 107.08539:21561 109.1017:13781 110.10498:7476 119.08557:10096 121.10112:10862 124.99935:275882 133.10106:7431 135.11725:33437 142.02638:8408 147.11589:7333 164.05301:26528 184.07362:282526 185.07738:11199 195.1405:6730 210.05972:10914 335.34601:6944 388.92859:7978 391.36948:8057 509.37955:34821 510.39355:374689,2736672,17036326,0,0,283371,12794892
7920,510.4159,18.052,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,44213.34,YF,510.41586:2210667 511.41921:484304 512.42257:181620,55.05484:10125 56.05018:21626 57.03435:8816 57.07082:41866 58.06565:25959 60.08129:283684 67.05515:12463 69.07042:12212 70.06583:7714 71.0733:116558 71.08627:31435 72.08117:42882 75.0445:18529 79.05464:9211 81.07012:20737 84.081:21872 85.02921:16134 85.10138:13701 86.09726:653988 87.0999:18589 91.0548:9149 93.07014:15799 95.08539:17521 98.98487:63258 104.10766:2091859 105.11098:37598 107.08537:14465 109.10169:9881 114.44295:6571 118.08626:24172 119.08556:6854 121.1011:7238 124.99933:370837 133.10104:11239 135.11728:41382 143.08685:9352 159.11588:6033 173.68353:6237 174.54633:6251 184.07355:386211 185.07497:11666 195.13789:7181 231.59052:6333 307.11411:9207 333.12656:8876 335.14804:9707 411.19757:25728 429.21078:40039 452.22607:26123 470.23917:12967 493.53448:6600 510.34955:31266 510.39328:525335,8575,2210667,0,0,0,373
7953,512.1541,9.94,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,9.77,YF,512.15405:4432948 513.1574:885405 514.16076:237001,50.40194:2957 52.68147:3069 53.34769:3073 58.31697:3650 59.06055:3356 64.39637:3415 91.72594:3736 93.98194:3543 94.07273:4216 107.04969:4681 111.2011:4169 135.82458:4527 137.05939:11131 139.03899:11180 140.78413:4001 142.33028:3639 147.04318:5874 162.06664:12899 165.01801:17471 179.03328:4387 183.02963:19218 219.98672:3694 263.43219:3682 371.73596:4186 410.51062:4254 447.10818:5262 451.2247:4497 477.11197:9824,0,4432948,0,0,0,0
7954,512.1544,9.246,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,5.52,YF,512.15442:2502735 513.15777:717122 514.16113:85665,60.95314:3319 68.99755:3911 69.48109:3446 82.00717:3387 101.25928:4050 103.05501:4570 123.0446:22956 123.7263:3751 124.04275:4560 125.09754:3963 130.04143:4269 131.04996:5327 135.04436:7540 139.03899:16663 141.01889:6256 147.04465:20213 148.05107:15915 149.05907:9877 165.01762:43705 170.37984:4345 179.03328:4226 183.02898:40074 233.96161:4405 269.08047:7180 308.91873:4461 339.56705:4995 428.35391:3890 433.09262:7687 445.08881:5890 463.00339:5325 463.0997:28745 481.1123:30785 486.1936:4898,0,2502735,0,0,0,0
7986,512.5022,19.241,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,66.71,YF,512.5022:18833258 513.50555:7110845 514.50891:957927,53.00311:9585 55.05485:31458 57.03435:6551 57.0707:185989 58.06606:17549 60.08167:20421 67.05499:40550 69.07032:36083 70.06574:138886 71.08617:93470 72.08108:7489 73.02935:15320 74.06048:5191 79.05465:15491 81.07068:52176 83.08596:32051 84.08174:12591 85.02904:173650 85.06566:7064 85.10189:34552 86.09725:11453 88.07604:200816 91.05481:7825 93.07014:18168 95.08608:63905 97.10146:12512 102.08172:5385 102.09122:129288 104.10769:19870 105.0703:11678 105.11117:9980 107.08643:15155 108.08116:5537 109.10132:26379 110.10607:5933 111.08107:5456 114.09197:5103 119.08557:12920 121.10238:15671 123.11643:7811 125.00071:7386 133.10104:6598 135.11726:8911 142.02637:6193 145.10277:7304 147.11758:6441 149.13326:6095 152.26108:4987 184.07384:11275 211.67133:6189 212.23904:6102 213.22475:6198 228.23178:6470 256.26141:415343 257.26962:20931 274.27225:38078 283.26166:466061 284.26788:27782 298.13879:5412 311.29568:10879 453.39572:7341 511.35699:6448 511.47531:34336 512.34534:13800 512.51019:687079,0,18833258,266906,103752,0,113129
8197,520.5088,19.01,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,78.53,YF,520.50879:31298938 521.51214:10964789 522.5155:2217175,53.03898:12284 55.05486:126941 56.05021:178769 57.0707:129818 60.04501:54939 65.03918:16656 67.04161:30350 67.05504:198294 68.04973:17490 69.07035:111494 70.06578:52951 71.08623:65857 79.05511:157677 80.0498:32935 81.05807:57942 81.07057:177996 82.0654:836723 83.04943:13056 83.08587:85698 84.081:17905 85.10137:25790 86.06013:14141 88.07625:12861 91.05435:55644 93.07059:145857 94.0649:24081 95.04934:22773 95.07355:52726 95.08581:154084 96.08105:204988 97.10189:42963 104.10666:15026 105.06926:27821 107.08593:71459 108.08114:13482 109.1009:73023 110.09619:31720 114.0908:24643 121.10153:54173 123.11641:22691 131.11679:23311 135.11575:32061 184.07381:9497 247.2415:12151 252.2682:324497 253.27048:16006 256.26324:61231 264.26935:3961729 265.27069:206354 282.28027:359998 283.28152:12112 445.48071:10174 490.50018:59000 491.49243:10352 502.50348:79563 503.4982:10304 520.50299:249823,0,31298938,1176533,0,0,2328645
8198,520.5089,19.217,Unknown,[M+NH4]+,null,null,null,null,null,FALSE,null,12.79,YF,520.50885:31808668 521.5122:12471432 522.51556:1952022,55.05496:144834 56.05034:180540 57.07044:143888 60.04508:40167 65.03918:22856 67.04214:27130 67.05479:216269 69.07058:132654 70.06601:55749 71.08581:72752 79.05481:197294 80.04981:38659 81.05782:66396 81.0703:178378 82.06578:862729 83.08621:99867 84.081:10819 85.10138:31854 91.05472:51466 93.0703:171667 94.06577:21667 95.04935:31414 95.07311:59491 95.08549:155320 96.08159:201262 97.10147:48797 105.07029:27112 107.08562:86917 108.08115:22110 109.0898:16177 109.10177:61605 110.0962:29687 115.05727:9569 119.08556:19985 121.10101:59054 123.11642:17615 133.10104:12489 135.11725:30058 149.13326:10374 184.07382:12371 247.24152:11488 252.26823:236702 253.27431:13380 256.26331:51154 264.26932:3152158 265.27054:152993 282.2804:299300 283.28156:11605 309.27936:11993 490.49167:35625 502.49612:65264 519.43463:29866 520.50427:213007,0,31808668,188047,0,0,1687917
8199,520.5115,19.281,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,590098.12,YF,520.51154:29913588 521.51489:11228797 522.51825:2110681,55.01883:5722 55.05498:58926 56.05037:60632 57.07041:44196 60.04503:9363 65.03919:8266 67.04214:6984 67.05477:72320 69.03396:5471 69.07062:59217 70.06583:14115 71.04996:5021 71.08591:24181 76.0225:4261 79.05481:70168 80.04982:15036 81.05766:20385 81.0703:73354 82.06578:252239 83.04944:10423 83.08618:31749 84.08101:5497 85.10139:10089 86.06014:8948 86.0965:7089 87.04443:12644 90.91736:6738 91.05501:20996 93.07026:73181 94.06578:7472 95.04936:10047 95.07309:19118 95.08558:61930 96.08081:52224 97.10146:16664 98.60966:4451 104.07043:15351 104.10769:9381 105.07049:23103 107.08563:43792 109.06604:6855 109.10157:29350 110.09621:8389 111.83318:4176 119.08557:15985 121.06447:5317 121.10115:26366 123.11643:10466 125.00071:4687 130.05124:4154 131.08408:8780 133.10104:11540 135.08005:5863 135.11726:15274 137.05956:36630 139.11205:4363 145.1011:10904 147.11758:7180 149.13155:5360 151.14651:4925 165.09219:5413 177.05518:8724 184.07147:5173 196.17085:5374 236.23827:11649 252.26804:80130 253.27051:4903 256.26297:12073 264.26935:986135 265.27026:61188 282.28058:90069 284.06543:4809 319.31235:5043 340.40521:4354 396.68024:5964 490.50204:9759 502.50336:16864 519.52448:4976 520.505:64288,0,29913588,143985,0,0,1608657
8281,524.3705,18.05,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,123.77,YX,524.37048:53719292 525.37383:17278406 526.37719:3201858,56.0501:35920 57.03386:23107 57.07077:96492 58.06597:28974 60.08169:412896 67.05454:23400 67.99271:13432 69.07032:16500 71.07375:145035 71.08622:42756 72.045:21247 85.10126:19942 86.09718:1374274 87.10055:25100 95.08614:29899 96.54026:14149 98.98467:104295 104.10757:2062330 105.10999:21202 110.90015:14779 125.00055:716488 163.01553:21380 184.07346:2377599 185.0771:43894 289.51804:15066 341.30582:28877 506.35995:147291 524.37524:782979,328694,6602033,439641,0,93758,53719292
8282,524.3706,15.66,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,239.69,YF,524.37122:13561838 525.37457:3652780 526.37793:1621860,55.05485:7007 56.05019:7524 57.03435:5790 57.07047:20968 58.06564:9861 60.08137:103171 67.05464:13017 69.07043:12663 71.07348:34668 71.08633:9094 72.08108:10481 75.02664:13923 81.07034:21971 85.10139:4401 86.09658:360090 91.05399:5270 93.07015:10178 95.08544:24208 97.10146:5361 97.77277:4246 98.9849:20329 104.10775:565331 105.0703:13358 105.11117:8622 107.08539:11030 109.06497:5168 109.1017:11820 118.08627:9320 119.08557:6069 121.10112:7580 124.99944:210143 126.02215:4309 135.11726:7081 143.08524:6713 145.10112:8146 147.11591:4879 149.09528:6767 157.10049:5303 159.11589:5347 184.07365:566531 185.07738:8083 185.13231:4617 186.1373:5944 258.10922:4918 375.55777:5812 391.23737:4114 453.29507:7275 457.98047:4756 506.36157:45295 524.37634:205252,396302,13561838,105794,0,95299,94818840
